_segment_id,accident_id,action,actor,event_polarity,evidence_text,object,outcome,phase
2,109,exposed,hydraulic fluid and/or deicing fluid,NEGATIVE,The left main landing gear truck beam failed as a result of exposure to hydraulic fluid and/or deicing fluid on the truck beam interior surface.,truck beam interior surface,failure of left main landing gear truck beam,initiation
2,109,absorbed,epoxy primer and CIC,NEGATIVE,The absorption of hydraulic fluid within the epoxy primer and CIC compromised the corrosion protection system.,hydraulic fluid,compromised corrosion protection system,degradation
2,109,clogged,breakdown debris,NEGATIVE,The debris created by this breakdown clogged the drainage holes and allowed condensation to build inside the truck beam.,drainage holes,allowed condensation buildup inside truck beam,fluid retention
2,109,led to,moisture,NEGATIVE,This moisture ultimately led to the corrosion and failure of the truck beam.,corrosion and failure,truck beam failure,final degradation
1,11,collided,"Embraer E170, N828MD",NEGATIVE,"On February 17, 2008, at 1019 EST, an Embraer E170, N828MD, operated by Republic Airlines as flight 3416 destined to Rochester, NY, collided during taxi in the runup area of taxiway J at the north end of runway 19, with an Airbus 319, N752US, operated by US Airways as flight 2166 destined to New York LaGuardia airport.","Airbus 319, N752US","right aileron of the Airbus substantially damaged, left winglet of the Embraer minor damage",taxi
1,11,reported,pilot of the E170,NEUTRAL,"The pilot of the E170 reported that he was positioned to the right of the Airbus, and observed a B737 approaching the runup area from taxiway J to his right.",position relative to the Airbus and observation of a B737,information provided about spatial awareness,taxi
1,11,cleared,ATC,NEUTRAL,"ATC cleared the Republic flight for departure, which required them to taxi past the Airbus.",Republic flight 3416,flight authorized to taxi past the Airbus,taxi
1,11,checked,captain of the E170,NEUTRAL,"The captain stated that he checked the proximity of the Airbus, and it looked like he could clear it and then felt the impact.",proximity of the Airbus,determined clearance appeared possible,taxi
1,11,impacted,Embraer E170,NEGATIVE,"The captain stated that he checked the proximity of the Airbus, and it looked like he could clear it and then felt the impact.",Airbus 319,collision occurred,taxi
1,11,notified,captain of the E170,NEUTRAL,The captain notified ATC of the collision.,ATC,collision reported,taxi
1,11,responded,airport fire crews,NEUTRAL,"Airport fire crews responded, but there was no fuel leak or fire.",to collision site,no fuel leak or fire found,taxi
1,11,reported,crew of the Airbus,NEUTRAL,The crew of the Airbus reported that they were stationary with the parking brake applied while awaiting ATC clearance.,aircraft status,confirmed stationary with parking brake applied,taxi
1,110,experienced,SAAB 340B aircraft,NEGATIVE,"a SAAB 340B aircraft, registered VH-SBA, experienced a failure of the left engine during initial climb out from Wagga Wagga Aerodrome",failure of the left engine,engine failure during initial climb,initial climb
1,110,noticed,flight crew,NEUTRAL,The flight crew reported that they noticed abnormally high indications of the left engine inter-turbine temperature,abnormally high indications of the left engine inter-turbine temperature,awareness of abnormal engine parameter,initial climb
1,110,conducted,flight crew,POSITIVE,they then conducted the non-normal checklist items,non-normal checklist items,execution of emergency procedures,initial climb
1,110,shut down,flight crew,POSITIVE,shut down the left engine,the left engine,left engine secured,initial climb
1,110,returned,flight crew,POSITIVE,and returned to the aerodrome without further incident,to the aerodrome,safe return without further incident,initial climb
1,110,sustained,left engine,NEGATIVE,"Subsequent inspection of the left engine indicated internal damage, specifically to the 1st stage compressor blisk airfoil section (blade)",internal damage to the 1st stage compressor blisk airfoil section,engine internal damage confirmed,post-flight inspection
1,110,were,compressor blades,NEGATIVE,all compressor blades were mechanically damaged,mechanically damaged,all blades damaged,post-flight inspection
1,110,had,1st stage compressor blisk,NEGATIVE,the 1st stage compressor blisk had 4 blades broken off at approximately mid span,4 blades broken off at approximately mid span,partial blade loss,post-flight inspection
1,110,had,other blades on 1st stage compressor blisk,NEGATIVE,while the others had tip damage and diameter reduction apparently from impact and trapping of debris,tip damage and diameter reduction,additional blade damage,post-flight inspection
1,110,had,four failed 1st stage blades,NEUTRAL,the four failed 1st stage blades had fracture faces which look similar to each other,fracture faces similar to each other,consistent fracture pattern observed,post-flight inspection
1,111,trying to stow,flight attendant,NEGATIVE,a flight attendant incurred serious injury while trying to stow a beverage cart during an encounter with turbulence.,beverage cart,incurred serious injury,cruise
1,111,went to the side,beverage cart,NEGATIVE,"the cart as it often does, went to the side and not forward as I was trying to put it in its secured position. Unknown to me, when the cart went on [its] own route to the side and not forward it must have caused a whip lash.",its secured position,caused a whip lash,cruise
1,111,continued,flight attendant,NEUTRAL,The flight attendant continued with her duties for the remainder of the flight,her duties,remained on duty for remainder of flight,cruise
1,111,sought,flight attendant,NEUTRAL,and sought medical attention after the flight landed at its scheduled destination.,medical attention,received treatment after landing,post-flight
1,111,sustained,flight attendant,NEGATIVE,The flight attendant's injuries consisted of two fractured ribs.,injuries,two fractured ribs,cruise
1,111,were unaware,cockpit crew,NEUTRAL,"According to statements provided by the cockpit crew, they were unaware that anyone had been injured until several days after the conclusion of the flight.",that anyone had been injured,no immediate response to injury,post-flight
1,111,recalled,cockpit crew,NEUTRAL,None recalled encountering any significant turbulence during the flight.,turbulence during the flight,none recalled significant turbulence,cruise
1,111,provided,flight attendants,NEUTRAL,Seven other flight attendants also provided written statements.,written statements,seven statements collected,post-flight
1,111,recalled,flight attendant (one),NEGATIVE,one recalled encountering an unexpected area of 'severe turbulence.',encountering turbulence,described 'severe turbulence',cruise
1,111,recalled,flight attendant (one),NEGATIVE,"one recalled encountering a 'patch of rough air,'",encountering rough air,described 'patch of rough air',cruise
1,112,landed,"Boeing B767-332ER, N185DN",NEGATIVE,"a Boeing B767-332ER, N185DN, operating as Delta Air Lines flight 60 from Rio de Janeiro – Galeão – Antonio Carlos Jobim International Airport (SBGL was the International Civil Aviation Organization airport code, and GIG was the three letter International Air Transport Association airport code) to Atlanta Hartsfield International Airport (ATL) landed on taxiway ""M"" at ATL after being cleared to land on runway 27R.",taxiway M at ATL,aircraft landed on incorrect surface,landing
1,112,cleared,Atlanta tower local controller,NEUTRAL,The local controller then cleared the flight to land on runway 27R.,flight 60,flight authorized to land on runway 27R,approach
1,112,became ill,check airman,NEGATIVE,"During the preflight activities, the check airman became ill with a gastrointestinal disorder.",gastrointestinal disorder,check airman left flight deck,preflight
1,112,returned,check airman,NEUTRAL,"After a brief time away from the flight deck, the check airman returned to the flight deck and advised the other crew members he was “fine” and continued with the flight preparations.",flight deck,resumed flight preparations,preflight
